,Symbol,Name,Stock Exchange,RBICS Economy,Sales,MSCI ESG Rtg Score Environmental,MSCI ESG Rtg Score Governance,MSCI ESG Rtg Score Social,MSCI ESG Rtg Overall Company Rating,ESG Rating
507,FELE,"Franklin Electric Co., Inc.",NASDAQ,Industrials,"1,243.6",5.7,5.6,5.8,A,High
508,FF,FutureFuel Corp.,NYSE,Non-Energy Materials,186.4,3.1,4.8,2.8,B,Low
509,FFBC,First Financial Bancorp.,NASDAQ,Finance,718.3,1.3,7.4,4.1,A,High
510,FFIN,First Financial Bankshares Inc,NASDAQ,Finance,469.2,1.1,7.3,3.7,BBB,Low
511,FFIV,"F5 Networks, Inc.",NASDAQ,Technology,"2,326.4",2.9,7.1,4.0,BBB,Low
512,FHB,"First Hawaiian, Inc.",NASDAQ,Finance,839.6,2.4,7.3,3.5,BB,Low
513,FHI,"Federated Hermes, Inc. Class B",NYSE,Finance,"1,415.8",6.7,3.4,4.4,BB,Low
514,FHN,First Horizon National Corporation,NYSE,Finance,"2,270.2",0.3,6.4,4.6,BB,Low
515,FICO,Fair Isaac Corporation,NYSE,Finance,"1,225.6",3.9,7.4,4.6,A,High
516,FIS,"Fidelity National Information Services, Inc.",NYSE,Finance,"12,203.0",6.7,4.9,3.2,BB,Low
517,FISV,"Fiserv, Inc.",NASDAQ,Finance,"14,407.0",8.7,5.2,4.2,BBB,Low
518,FITB,Fifth Third Bancorp,NASDAQ,Finance,"8,403.0",1.9,5.9,3.4,BB,Low
519,FIVE,"Five Below, Inc.",NASDAQ,Consumer Non-Cyclicals,"1,682.9",0.7,6.3,4.6,BBB,Low
520,FIX,"Comfort Systems USA, Inc.",NYSE,Industrials,"2,870.1",2.9,5.3,6.6,AA,High
521,FIZZ,National Beverage Corp.,NASDAQ,Consumer Non-Cyclicals,"1,000.4",0.1,3.7,4.7,CCC,Low
522,FL,"Foot Locker, Inc.",NYSE,Consumer Cyclicals,"7,103.0",2.8,7.1,4.6,BBB,Low
523,FLIR,"FLIR Systems, Inc.",NASDAQ,Industrials,"1,893.2",3.5,6.2,5.5,A,High
524,FLO,"Flowers Foods, Inc.",NYSE,Consumer Non-Cyclicals,"4,259.6",1.7,6.4,5.5,BB,Low
525,FLOW,"SPX Flow, Inc.",NYSE,Industrials,"1,345.4",3.9,5.4,5.2,BB,Low
526,FLR,Fluor Corporation,NYSE,Industrials,"15,423.3",3.4,3.7,4.4,BBB,Low
527,FLS,Flowserve Corporation,NYSE,Industrials,"3,884.1",4.7,7.0,5.1,A,High
528,FLT,"FLEETCOR Technologies, Inc.",NYSE,Finance,"2,566.2",6.7,3.0,4.1,B,Low
529,FMBI,"First Midwest Bancorp, Inc.",NASDAQ,Finance,854.2,2.0,6.2,3.5,BB,Low
530,FMC,FMC Corporation,NYSE,Non-Energy Materials,"4,616.9",5.1,5.3,0.0,BB,Low
531,FN,Fabrinet,NYSE,Technology,"1,641.9",2.0,5.6,5.9,A,High
532,FNB,F.N.B. Corporation,NYSE,Finance,"1,469.0",1.6,7.4,3.1,BB,Low
533,FOE,Ferro Corporation,NYSE,Non-Energy Materials,694.0,2.7,5.8,1.4,B,Low
534,FORM,"FormFactor, Inc.",NASDAQ,Technology,637.8,3.2,7.1,4.3,B,Low
535,FORR,"Forrester Research, Inc.",NASDAQ,Business Services,452.8,7.7,7.2,4.1,BB,Low
536,FOSL,"Fossil Group, Inc.",NASDAQ,Consumer Cyclicals,"1,900.8",,,,@NA,Low
537,FOXA,Fox Corporation Class A,NASDAQ,Consumer Services,"12,303.0",6.7,3.9,5.0,B,Low
538,FOXF,Fox Factory Holding Corp.,NASDAQ,Consumer Cyclicals,764.7,2.3,6.3,4.2,BB,Low
539,FR,"First Industrial Realty Trust, Inc.",NYSE,Finance,433.2,5.5,6.8,1.6,BB,Low
540,FRC,First Republic Bank,NYSE,Finance,"4,341.4",4.7,6.1,4.2,BBB,Low
541,FRGI,"Fiesta Restaurant Group, Inc.",NASDAQ,Consumer Services,592.3,,,,@NA,Low
542,FRT,Federal Realty Investment Trust,NYSE,Finance,884.2,6.3,3.5,4.3,BBB,Low
543,FSLR,"First Solar, Inc.",NASDAQ,Industrials,"3,120.7",6.6,6.2,3.8,A,High
544,FSP,Franklin Street Properties Corp.,NYSE AMERICAN,Finance,266.1,7.6,4.8,2.9,BBB,Low
545,FSS,Federal Signal Corporation,NYSE,Industrials,"1,179.4",3.8,6.6,5.4,BBB,Low
546,FTI,TechnipFMC Plc,NYSE,Energy,"13,337.0",8.6,4.4,7.2,AA,High
547,FTNT,"Fortinet, Inc.",NASDAQ,Technology,"2,354.3",3.7,4.0,5.4,BBB,Low
548,FTV,Fortive Corp.,NYSE,Industrials,"7,147.1",4.8,5.4,6.6,BBB,Low
549,FUL,H.B. Fuller Company,NYSE,Non-Energy Materials,"2,785.6",5.4,3.2,3.1,BBB,Low
550,FULT,Fulton Financial Corporation,NASDAQ,Finance,"1,036.8",0.2,7.3,4.9,A,High
551,FWRD,Forward Air Corporation,NASDAQ,Industrials,"1,330.4",3.9,6.6,6.1,B,Low
552,GATX,GATX Corporation,NYSE,Finance,"1,317.3",2.7,6.9,5.9,BBB,Low
553,GBCI,"Glacier Bancorp, Inc.",NASDAQ,Finance,718.4,1.2,7.8,3.5,BBB,Low
554,GBX,"Greenbrier Companies, Inc.",NYSE,Industrials,"3,069.7",2.9,4.1,6.1,BB,Low
555,GCI,"Gannett Co., Inc.",NYSE,Consumer Services,"2,791.6",,,,@NA,Low
556,GCO,Genesco Inc.,NYSE,Consumer Cyclicals,"1,980.6",2.6,6.5,4.7,BBB,Low
557,GCP,"GCP Applied Technologies, Inc.",NYSE,Non-Energy Materials,937.3,2.8,5.4,2.9,B,Low
558,GD,General Dynamics Corporation,NYSE,Industrials,"38,547.0",2.9,4.9,3.4,BB,Low
559,GDOT,Green Dot Corporation Class A,NYSE,Finance,"1,168.2",6.7,6.3,3.9,BBB,Low
560,GE,General Electric Company,NYSE,Industrials,"77,886.0",6.3,5.4,1.4,A,High
561,GEF,Greif Class A,NYSE,Non-Energy Materials,"4,755.4",8.6,2.7,3.8,A,High
562,GEO,GEO Group Inc,NYSE,Finance,"2,446.1",6.7,2.2,3.4,CCC,Low
563,GEOS,Geospace Technologies Corporation,NASDAQ,Energy,95.3,,,,@NA,Low
564,GES,"Guess?, Inc.",NYSE,Consumer Cyclicals,"2,401.7",3.8,4.7,4.2,BB,Low
565,GFF,Griffon Corporation,NYSE,Consumer Cyclicals,"2,321.0",5.3,4.9,4.4,B,Low
566,GGG,Graco Inc.,NYSE,Industrials,"1,553.3",4.5,5.4,6.1,BBB,Low
567,GHC,Graham Holdings Co.,NYSE,Consumer Non-Cyclicals,"2,887.4",6.2,4.1,4.8,BBB,Low
568,GHL,"Greenhill & Co., Inc.",NYSE,Finance,308.6,,,,@NA,Low
569,GIII,"G-III Apparel Group, Ltd.",NASDAQ,Consumer Cyclicals,"2,932.0",1.7,4.8,4.1,B,Low
570,GILD,"Gilead Sciences, Inc.",NASDAQ,Healthcare,"22,067.0",6.6,6.1,5.8,AA,High
571,GIS,"General Mills, Inc.",NYSE,Consumer Non-Cyclicals,"17,626.6",5.2,5.5,5.1,AA,High
572,GKOS,Glaukos Corp,NYSE,Healthcare,211.3,6.3,4.2,6.3,BBB,Low
573,GL,Globe Life Inc.,NYSE,Finance,"4,591.8",4.0,6.9,3.1,BB,Low
574,GLT,P. H. Glatfelter Company,NYSE,Non-Energy Materials,911.2,4.4,3.7,3.8,B,Low
575,GLUU,Glu Mobile Inc.,NASDAQ,Technology,460.5,6.7,5.8,2.4,B,Low
576,GLW,Corning Inc,NYSE,Non-Energy Materials,"10,705.0",6.2,4.4,5.6,A,High
577,GM,General Motors Company,NYSE,Consumer Cyclicals,"115,786.0",4.4,6.2,0.3,CCC,Low
578,GME,GameStop Corp. Class A,NYSE,Consumer Cyclicals,"5,939.3",4.4,7.1,3.6,BBB,Low
579,GMED,Globus Medical Inc Class A,NYSE,Healthcare,747.4,6.3,4.3,6.3,BBB,Low
580,GMS,GMS Inc.,NYSE,Industrials,"3,241.3",2.9,6.7,7.1,BBB,Low
581,GNL,Global Net Lease Inc,NYSE,Finance,318.0,4.7,3.8,2.9,CCC,Low
582,GNRC,Generac Holdings Inc.,NYSE,Industrials,"2,214.8",5.7,6.2,6.2,A,High
583,GNTX,Gentex Corporation,NASDAQ,Consumer Cyclicals,"1,605.3",3.3,6.4,4.1,BBB,Low
584,GNW,"Genworth Financial, Inc. Class A",NYSE,Finance,"7,850.0",4.8,8.3,3.4,BB,Low
585,GO,Grocery Outlet Holding Corp.,NASDAQ,Consumer Non-Cyclicals,"2,871.8",1.7,6.7,4.0,BB,Low
586,GOOGL,Alphabet Inc. Class A,NASDAQ,Technology,"165,620.0",7.4,4.1,5.7,AA,High
587,GPC,Genuine Parts Company,NYSE,Consumer Cyclicals,"17,637.0",1.5,7.1,4.2,BBB,Low
588,GPI,"Group 1 Automotive, Inc.",NYSE,Consumer Cyclicals,"11,051.7",2.8,5.1,5.6,BBB,Low
589,GPMT,Granite Point Mortgage Trust Inc.,NYSE,Finance,253.9,6.7,5.9,2.9,BB,Low
590,GPN,Global Payments Inc.,NYSE,Finance,"6,669.3",8.0,6.0,3.4,BB,Low
591,GPOR,Gulfport Energy Corporation,NASDAQ,Energy,763.2,2.4,5.1,5.6,BB,Low
592,GPRE,Green Plains Inc.,NASDAQ,Non-Energy Materials,"1,858.1",,,,@NA,Low
593,GPS,"Gap, Inc.",NYSE,Consumer Cyclicals,"14,784.0",7.4,5.9,5.7,AA,High
594,GRMN,Garmin Ltd.,NASDAQ,Technology,"3,762.6",0.4,6.1,4.8,BBB,Low
595,GRUB,"Grubhub, Inc.",NYSE,Consumer Services,"1,485.6",0.7,6.0,4.5,BB,Low
596,GS,"Goldman Sachs Group, Inc.",NYSE,Finance,"56,570.0",6.9,2.7,6.1,BBB,Low
597,GT,Goodyear Tire & Rubber Company,NASDAQ,Consumer Cyclicals,"12,715.0",4.3,4.8,3.5,BB,Low
598,GTLS,"Chart Industries, Inc.",NASDAQ,Industrials,"1,331.7",3.3,7.0,4.9,BBB,Low
599,GTX,"Garrett Motion, Inc.",NYSE,Consumer Cyclicals,"2,833.0",4.5,5.8,3.4,B,Low
600,GTY,Getty Realty Corp.,NYSE,Finance,142.9,5.5,4.8,1.6,B,Low
601,GVA,Granite Construction Incorporated,NYSE,Industrials,"3,389.8",4.5,4.6,4.7,AA,High
602,GWB,"Great Western Bancorp, Inc.",NYSE,Finance,564.2,1.8,7.6,4.8,A,High
603,GWW,"W.W. Grainger, Inc.",NYSE,Industrials,"11,632.0",5.8,6.6,7.5,AA,High
604,HA,"Hawaiian Holdings, Inc.",NASDAQ,Industrials,"2,073.0",2.3,5.3,3.9,BB,Low
605,HAE,Haemonetics Corporation,NYSE,Healthcare,945.6,6.3,4.5,5.9,BBB,Low
606,HAFC,Hanmi Financial Corporation,NASDAQ,Finance,278.4,1.1,7.6,3.4,BB,Low
607,HAIN,"Hain Celestial Group, Inc.",NASDAQ,Consumer Non-Cyclicals,"2,099.8",4.0,6.4,3.7,BBB,Low
608,HAL,Halliburton Company,NYSE,Energy,"18,974.0",8.0,4.3,4.7,BBB,Low
609,HAS,"Hasbro, Inc.",NASDAQ,Consumer Cyclicals,"4,963.7",6.0,6.1,4.9,AA,High
610,HAYN,"Haynes International, Inc.",NASDAQ,Non-Energy Materials,430.2,1.2,6.9,2.9,B,Low
611,HBAN,Huntington Bancshares Incorporated,NASDAQ,Finance,"5,184.0",1.7,7.5,4.0,BBB,Low
612,HBI,Hanesbrands Inc.,NYSE,Consumer Cyclicals,"6,673.2",4.4,6.6,5.7,AA,High
613,HCA,HCA Healthcare Inc,NYSE,Healthcare,"50,146.0",6.8,5.6,5.0,AA,High
614,HCC,"Warrior Met Coal, Inc.",NYSE,Energy,882.8,1.5,5.8,3.4,B,Low
615,HCI,"HCI Group, Inc.",NYSE,Finance,263.6,2.5,6.3,2.6,B,Low
616,HCSG,"Healthcare Services Group, Inc.",NASDAQ,Consumer Non-Cyclicals,"1,803.7",4.1,6.1,7.2,A,High
617,HD,"Home Depot, Inc.",NYSE,Consumer Cyclicals,"112,104.0",6.6,7.4,5.2,AA,High
618,HE,"Hawaiian Electric Industries, Inc.",NYSE,Utilities,"2,783.6",6.0,7.8,2.8,A,High
619,HELE,Helen of Troy Limited,NASDAQ,Consumer Non-Cyclicals,"1,751.9",4.6,6.9,4.0,A,High
620,HES,Hess Corporation,NYSE,Energy,"5,158.0",5.2,5.8,7.0,AA,High
621,HFC,HollyFrontier Corporation,NYSE,Energy,"14,270.1",2.8,5.1,7.0,BB,Low
622,HFWA,Heritage Financial Corporation,NASDAQ,Finance,248.2,1.6,7.3,3.8,BBB,Low
623,HI,"Hillenbrand, Inc.",NYSE,Industrials,"2,309.0",3.6,6.6,5.1,BBB,Low
624,HIBB,"Hibbett Sports, Inc.",NASDAQ,Consumer Cyclicals,"1,110.8",0.7,7.1,5.4,A,High
625,HIG,"Hartford Financial Services Group, Inc.",NYSE,Finance,"20,631.0",5.1,5.8,4.3,BB,Low
626,HII,"Huntington Ingalls Industries, Inc.",NYSE,Industrials,"8,921.0",2.7,5.1,5.0,A,High
627,HIW,"Highwoods Properties, Inc.",NYSE,Finance,759.0,5.7,6.6,0.4,B,Low
628,HLIT,Harmonic Inc.,NASDAQ,Technology,390.3,2.0,7.8,4.6,A,High
629,HLT,Hilton Worldwide Holdings Inc,NYSE,Consumer Services,"7,292.0",5.1,5.4,4.1,BBB,Low
630,HLX,"Helix Energy Solutions Group, Inc.",NYSE,Energy,763.5,5.7,4.8,4.6,BB,Low
631,HMN,Horace Mann Educators Corporation,NYSE,Finance,"1,287.5",4.7,7.4,4.0,BB,Low
632,HMST,"HomeStreet, Inc.",NASDAQ,Finance,381.7,4.5,7.0,4.2,A,High
633,HMSY,HMS Holdings Corp.,NASDAQ,Healthcare,624.3,7.0,6.2,4.6,BBB,Low
634,HNGR,"Hanger, Inc.",NYSE,Healthcare,"1,047.7",7.3,5.5,4.6,A,High
635,HNI,HNI Corporation,NYSE,Consumer Non-Cyclicals,"2,127.6",7.0,5.8,4.1,BBB,Low
636,HOG,"Harley-Davidson, Inc.",NYSE,Consumer Cyclicals,"4,508.3",6.6,6.0,2.6,BBB,Low
637,HOLX,"Hologic, Inc.",NASDAQ,Healthcare,"3,295.4",10.0,4.5,7.4,A,High
638,HOMB,"Home BancShares, Inc.",NASDAQ,Finance,806.4,1.3,6.5,3.3,B,Low
639,HON,Honeywell International Inc.,NYSE,Industrials,"34,521.0",4.0,7.2,3.2,AA,High
640,HOPE,"Hope Bancorp, Inc.",NASDAQ,Finance,700.1,1.1,6.9,3.5,BB,Low
641,HP,"Helmerich & Payne, Inc.",NYSE,Energy,"2,214.7",3.1,6.1,5.1,B,Low
642,HPE,Hewlett Packard Enterprise Co.,NYSE,Technology,"27,209.0",5.7,5.3,5.3,AA,High
643,HPP,"Hudson Pacific Properties, Inc.",NYSE,Finance,840.1,5.9,5.6,2.3,BB,Low
644,HPQ,HP Inc.,NYSE,Technology,"56,740.0",4.1,6.6,5.1,AA,High
645,HQY,HealthEquity Inc,NASDAQ,Business Services,635.0,6.7,5.1,2.8,BB,Low
646,HR,Healthcare Realty Trust Incorporated,NYSE,Finance,488.2,5.9,6.2,0.6,B,Low
647,HRB,"H&R Block, Inc.",NYSE,Business Services,"2,639.7",6.9,6.2,3.7,BB,Low
648,HRC,"Hill-Rom Holdings, Inc.",NYSE,Healthcare,"2,958.5",6.3,4.4,6.5,A,High
649,HRL,Hormel Foods Corporation,NYSE,Consumer Non-Cyclicals,"9,599.1",3.1,7.4,5.8,A,High
650,HSC,Harsco Corporation,NYSE,Non-Energy Materials,"1,666.5",2.3,4.8,6.3,BB,Low
651,HSIC,"Henry Schein, Inc.",NASDAQ,Healthcare,"9,291.0",8.7,5.9,6.5,AAA,High
652,HSII,"Heidrick & Struggles International, Inc.",NASDAQ,Business Services,693.8,6.7,6.9,5.0,BBB,Low
653,HSKA,Heska Corporation,NASDAQ,Healthcare,141.4,5.7,5.1,5.9,A,High
654,HST,"Host Hotels & Resorts, Inc.",NYSE,Finance,"3,751.0",6.9,5.6,5.0,A,High
655,HSTM,"HealthStream, Inc.",NASDAQ,Healthcare,247.3,6.7,3.7,3.6,B,Low
656,HSY,Hershey Company,NYSE,Consumer Non-Cyclicals,"7,947.2",3.3,4.0,5.0,BBB,Low
657,HT,Hersha Hospitality Trust Class A,NYSE,Finance,374.2,,,,@NA,Low
658,HTLD,"Heartland Express, Inc.",NASDAQ,Industrials,642.3,3.9,6.0,3.7,BBB,Low
659,HUBB,Hubbell Incorporated Class B,NYSE,Industrials,"4,346.5",5.1,7.3,4.6,A,High
660,HUBG,"Hub Group, Inc. Class A",NASDAQ,Industrials,"3,432.1",6.8,4.4,6.3,AA,High
661,HUM,Humana Inc.,NYSE,Healthcare,"70,881.0",10.0,5.3,4.1,A,High
662,HVT,"Haverty Furniture Companies, Inc.",NYSE,Consumer Cyclicals,712.6,3.3,5.3,5.1,BBB,Low
663,HWC,Hancock Whitney Corporation,NASDAQ,Finance,"1,437.3",0.9,7.2,3.8,BB,Low
664,HWKN,"Hawkins, Inc.",NASDAQ,Non-Energy Materials,536.0,3.3,7.1,1.3,B,Low
665,HWM,Howmet Aerospace Inc.,NYSE,Non-Energy Materials,"9,842.0",2.4,5.1,4.0,BBB,Low
666,HXL,Hexcel Corporation,NYSE,Industrials,"2,070.8",5.5,4.8,5.1,A,High
667,HZO,"MarineMax, Inc.",NYSE,Consumer Cyclicals,"1,419.1",5.3,5.5,5.0,A,High
668,IAA,"IAA, Inc.",NYSE,Consumer Cyclicals,"1,376.6",6.1,6.6,7.0,A,High
669,IART,Integra LifeSciences Holdings Corporation,NASDAQ,Healthcare,"1,387.2",7.6,2.9,5.2,B,Low
670,IBKR,"Interactive Brokers Group, Inc. Class A",NASDAQ,Finance,"2,574.0",5.0,5.1,2.9,B,Low
671,IBM,International Business Machines Corporation,NYSE,Technology,"75,499.0",7.3,5.3,6.0,AA,High
672,IBOC,International Bancshares Corporation,NASDAQ,Finance,624.7,1.2,6.4,4.7,A,High
673,IBP,"Installed Building Products, Inc.",NYSE,Industrials,"1,589.0",3.6,4.1,2.6,B,Low
674,IBTX,"Independent Bank Group, Inc.",NASDAQ,Finance,720.5,1.2,6.5,3.3,B,Low
675,ICE,"Intercontinental Exchange, Inc.",NYSE,Finance,"6,881.0",8.3,5.5,2.7,BBB,Low
676,ICHR,"Ichor Holdings, Ltd.",NASDAQ,Technology,785.4,4.3,6.8,4.9,BBB,Low
677,ICUI,"ICU Medical, Inc.",NASDAQ,Healthcare,"1,255.0",7.6,3.7,5.8,B,Low
678,IDA,"IDACORP, Inc.",NYSE,Utilities,"1,283.8",6.0,7.0,5.2,A,High
679,IDCC,"InterDigital, Inc.",NASDAQ,Technology,355.4,3.9,5.9,4.3,BBB,Low
680,IDXX,"IDEXX Laboratories, Inc.",NASDAQ,Healthcare,"2,474.7",7.5,5.8,6.6,AA,High
681,IEX,IDEX Corporation,NYSE,Industrials,"2,386.0",5.1,6.2,5.6,A,High
682,IFF,International Flavors & Fragrances Inc.,NYSE,Non-Energy Materials,"5,097.2",6.6,5.3,3.5,AA,High
683,IIIN,"Insteel Industries, Inc.",NASDAQ,Non-Energy Materials,447.8,2.4,7.2,3.7,CCC,Low
684,IIPR,Innovative Industrial Properties Inc,NYSE,Finance,74.7,4.3,5.8,4.2,BB,Low
685,IIVI,II-VI Incorporated,NASDAQ,Technology,"2,380.1",3.8,4.8,4.0,B,Low
686,ILMN,"Illumina, Inc.",NASDAQ,Healthcare,"3,351.0",10.0,6.2,4.7,A,High
687,ILPT,Industrial Logistics Properties Trust,NASDAQ,Finance,252.2,5.6,4.0,3.4,B,Low
688,INCY,Incyte Corporation,NASDAQ,Healthcare,"2,387.5",4.6,4.9,3.9,B,Low
689,INDB,Independent Bank Corp.,NASDAQ,Finance,548.6,2.2,7.1,3.5,BB,Low
690,INFO,IHS Markit Ltd.,NYSE,Technology,"4,340.1",10.0,6.7,6.4,AA,High
691,INGN,"Inogen, Inc.",NASDAQ,Healthcare,330.9,6.2,4.9,6.0,BBB,Low
692,INGR,Ingredion Incorporated,NYSE,Non-Energy Materials,"6,245.0",4.3,6.9,4.5,A,High
693,INN,"Summit Hotel Properties, Inc.",NYSE,Finance,397.7,4.9,6.7,1.0,B,Low
694,INT,World Fuel Services Corporation,NYSE,Industrials,"29,577.4",4.7,5.6,7.8,BBB,Low
695,INTC,Intel Corporation,NASDAQ,Technology,"78,955.0",7.3,5.1,5.8,A,High
696,INTU,Intuit Inc.,NASDAQ,Technology,"6,857.0",4.9,7.0,5.5,AA,High
697,INVA,"Innoviva, Inc.",NASDAQ,Healthcare,313.2,4.0,3.2,3.7,B,Low
698,IOSP,Innospec Inc.,NASDAQ,Non-Energy Materials,"1,379.8",4.9,7.1,3.3,BBB,Low
699,IP,International Paper Company,NYSE,Non-Energy Materials,"21,284.0",6.4,4.6,4.0,BBB,Low
700,IPAR,"Inter Parfums, Inc.",NASDAQ,Consumer Non-Cyclicals,563.4,5.2,3.5,3.8,B,Low
701,IPG,"Interpublic Group of Companies, Inc.",NYSE,Business Services,"9,725.4",10.0,5.1,3.8,BB,Low
702,IPGP,IPG Photonics Corporation,NASDAQ,Industrials,"1,181.4",4.0,3.1,4.7,B,Low
703,IQV,IQVIA Holdings Inc,NYSE,Healthcare,"10,948.0",10.0,3.6,7.1,BBB,Low
704,IR,Ingersoll Rand Inc.,NYSE,Industrials,"3,266.8",4.7,5.8,3.4,BBB,Low
705,IRBT,iRobot Corporation,NASDAQ,Consumer Non-Cyclicals,"1,183.2",3.5,7.3,5.0,AA,High
706,IRDM,Iridium Communications Inc.,NASDAQ,Telecommunications,569.1,6.3,5.2,4.6,BB,Low
707,IRET,Investors Real Estate Trust,NYSE,Finance,,3.9,7.3,1.0,B,Low
708,IRM,"Iron Mountain, Inc.",NYSE,Finance,"4,192.8",10.0,7.0,4.9,AA,High
709,IRT,"Independence Realty Trust, Inc.",NYSE,Finance,207.4,4.8,6.6,4.4,BB,Low
710,ISRG,"Intuitive Surgical, Inc.",NASDAQ,Healthcare,"4,357.5",7.6,4.7,4.6,BB,Low
711,IT,"Gartner, Inc.",NYSE,Technology,"4,196.0",3.3,6.0,4.3,BB,Low
712,ITGR,Integer Holdings Corporation,NYSE,Healthcare,"1,198.3",6.3,3.7,5.8,BB,Low
713,ITRI,"Itron, Inc.",NASDAQ,Industrials,"2,360.9",4.8,7.8,4.3,A,High
714,ITT,"ITT, Inc.",NYSE,Industrials,"2,609.0",4.0,7.0,5.8,A,High
715,ITW,Illinois Tool Works Inc.,NYSE,Industrials,"12,740.0",4.2,6.9,4.2,A,High
716,IVC,Invacare Corporation,NYSE,Healthcare,883.2,,,,@NA,Low
717,IVR,Invesco Mortgage Capital Inc.,NYSE,Finance,-716.4,6.7,4.9,2.9,BB,Low
718,IVZ,Invesco Ltd.,NYSE,Finance,"6,349.3",10.0,5.2,5.2,A,High
719,J,Jacobs Engineering Group Inc.,NYSE,Industrials,"13,376.0",4.6,5.0,4.7,A,High
720,JACK,Jack in the Box Inc.,NASDAQ,Consumer Services,987.3,5.2,7.1,4.4,BBB,Low
721,JBGS,JBG SMITH Properties,NYSE,Finance,636.8,7.1,4.6,5.0,BBB,Low
722,JBHT,"J.B. Hunt Transport Services, Inc.",NASDAQ,Industrials,"9,240.4",4.2,5.8,3.0,BB,Low
723,JBL,Jabil Inc.,NYSE,Technology,"26,539.9",3.2,6.0,3.8,BB,Low
724,JBLU,JetBlue Airways Corporation,NASDAQ,Industrials,"5,920.0",2.9,6.9,4.0,BBB,Low
725,JBSS,"John B. Sanfilippo & Son, Inc.",NASDAQ,Consumer Non-Cyclicals,892.7,3.0,4.0,5.3,BB,Low
726,JBT,John Bean Technologies Corporation,NYSE,Industrials,"1,906.0",4.4,6.2,4.5,BBB,Low
727,JCI,Johnson Controls International plc,NYSE,Industrials,"22,637.0",7.2,6.2,6.1,AAA,High
728,JCOM,"J2 Global, Inc.",NASDAQ,Technology,"1,413.1",3.8,4.2,2.9,B,Low
729,JEF,Jefferies Financial Group Inc.,NYSE,Finance,"5,421.3",4.0,6.5,2.6,B,Low
730,JHG,Janus Henderson Group PLC,NYSE,Finance,"2,226.0",10.0,6.9,5.8,AAA,High
731,JJSF,J & J Snack Foods Corp.,NASDAQ,Consumer Non-Cyclicals,"1,081.4",1.7,4.8,5.1,B,Low
732,JKHY,"Jack Henry & Associates, Inc.",NASDAQ,Finance,"1,680.0",6.7,6.8,3.9,BBB,Low
733,JLL,Jones Lang LaSalle Incorporated,NYSE,Finance,"17,751.4",5.7,6.2,6.1,A,High
734,JNJ,Johnson & Johnson,NYSE,Healthcare,"80,515.0",6.2,4.1,4.6,BBB,Low
735,JNPR,"Juniper Networks, Inc.",NYSE,Technology,"4,425.5",3.1,6.8,4.2,BBB,Low
736,JOE,St. Joe Company,NYSE,Finance,130.2,3.5,4.7,6.0,BBB,Low
737,JPM,JPMorgan Chase & Co.,NYSE,Finance,"137,151.0",6.8,1.6,5.3,BB,Low
738,JRVR,James River Group Holdings Ltd,NASDAQ,Finance,794.0,4.0,5.5,1.9,B,Low
739,JW.A,"John Wiley & Sons, Inc. Class A",NYSE,Consumer Services,"1,831.5",7.7,6.0,5.7,A,High
740,JWN,"Nordstrom, Inc.",NYSE,Consumer Non-Cyclicals,"14,200.0",4.0,6.9,5.4,A,High
741,K,Kellogg Company,NYSE,Consumer Non-Cyclicals,"13,472.0",5.7,6.0,6.0,AAA,High
742,KALU,Kaiser Aluminum Corporation,NASDAQ,Non-Energy Materials,"1,388.6",0.1,5.3,5.6,BB,Low
743,KAMN,Kaman Corporation Class A,NYSE,Industrials,805.7,3.5,5.8,5.9,BB,Low
744,KAR,"KAR Auction Services, Inc.",NYSE,Consumer Cyclicals,"2,437.7",6.7,7.2,6.1,AA,High
745,KBH,KB Home,NYSE,Consumer Cyclicals,"4,709.4",6.8,5.8,4.3,A,High
746,KBR,"KBR, Inc.",NYSE,Industrials,"5,799.0",4.2,6.7,2.4,BB,Low
747,KELYA,"Kelly Services, Inc. Class A",NASDAQ,Business Services,"4,841.9",10.0,5.4,6.3,AA,High
748,KEX,Kirby Corporation,NYSE,Industrials,"2,507.8",2.5,4.7,4.2,CCC,Low
749,KEY,KeyCorp,NYSE,Finance,"7,506.0",3.0,7.0,4.4,A,High
750,KEYS,Keysight Technologies Inc,NYSE,Technology,"4,197.0",2.3,6.0,6.8,AA,High
751,KFY,Korn Ferry,NYSE,Business Services,"1,977.3",6.7,6.6,5.6,A,High
752,KHC,Kraft Heinz Company,NASDAQ,Consumer Non-Cyclicals,"25,416.0",3.3,5.4,4.8,BB,Low
753,KIM,Kimco Realty Corporation,NYSE,Finance,"1,800.1",7.2,5.1,3.7,BBB,Low
754,KLAC,KLA Corporation,NASDAQ,Technology,"5,802.3",4.2,4.6,4.8,BB,Low
755,KLIC,"Kulicke & Soffa Industries, Inc.",NASDAQ,Technology,585.3,3.6,7.5,6.5,A,High
756,KMB,Kimberly-Clark Corporation,NYSE,Consumer Non-Cyclicals,"18,844.0",7.8,6.7,5.8,AA,High
757,KMI,Kinder Morgan Inc Class P,NYSE,Energy,"12,045.0",3.6,5.6,6.9,BB,Low
758,KMPR,Kemper Corporation,NYSE,Finance,"4,822.2",5.0,7.5,1.5,B,Low
759,KMT,Kennametal Inc.,NYSE,Industrials,"1,885.3",3.7,6.2,3.7,BBB,Low
760,KMX,"CarMax, Inc.",NYSE,Consumer Cyclicals,"18,182.5",2.2,6.5,5.3,BBB,Low
